2025-05-16 13:30:55.068,56689
2025-05-16 13:30:55.092,110607
2025-05-16 13:40:54.867,710374
2025-05-16 13:50:54.868,1310241
2025-05-16 14:00:54.868,1909968
2025-05-16 14:10:54.869,2509840
2025-05-16 14:20:54.869,3109672
2025-05-16 14:30:54.871,3709473
2025-05-16 14:40:54.871,4309273
2025-05-16 14:50:54.907,4909084
2025-05-16 15:00:54.922,5508925
2025-05-16 15:10:54.923,6108807
2025-05-16 15:20:54.923,6708615
2025-05-16 15:30:54.978,7308378
2025-05-16 15:40:54.978,7908316
2025-05-16 15:50:55.035,8508140
2025-05-16 16:00:55.036,9108008
2025-05-16 16:10:55.045,9707823
2025-05-16 16:20:55.079,10307743
2025-05-16 16:30:55.127,10907636
2025-05-16 16:40:55.135,11507552
2025-05-16 16:50:55.136,12107328
2025-05-16 17:00:55.160,12707176
2025-05-16 17:10:55.169,13307114
2025-05-16 17:20:55.176,13906962
2025-05-16 17:30:55.181,14506842
2025-05-16 17:40:55.181,15106693
