2025-05-15 23:09:33.765,10638637
2025-05-15 23:19:33.659,11238449
2025-05-15 23:29:33.661,11838268
2025-05-15 23:39:33.661,12438098
2025-05-15 23:49:33.661,13037880
2025-05-15 23:59:33.662,13637676
2025-05-16 00:09:33.662,14237494
2025-05-16 00:19:33.662,14837278
2025-05-16 00:29:33.663,15437034
2025-05-16 00:39:33.674,16036834
2025-05-16 00:49:33.677,16636654
2025-05-16 00:59:33.683,17236482
2025-05-16 01:09:33.685,17836283
2025-05-16 01:19:33.695,18436121
2025-05-16 01:29:33.697,19035941
2025-05-16 01:39:33.709,19635807
2025-05-16 01:49:33.710,20235657
2025-05-16 01:59:33.720,20835483
2025-05-16 02:09:33.727,21435293
2025-05-16 02:19:33.740,22035112
2025-05-16 02:29:33.751,22634941
2025-05-16 02:39:33.755,23234760
2025-05-16 02:49:33.763,23834561
2025-05-16 02:59:33.766,24434361
2025-05-16 03:09:33.778,25034199
2025-05-16 03:19:33.778,25634034
2025-05-16 03:29:33.787,26233848
2025-05-16 03:39:33.795,26833667
2025-05-16 03:49:33.795,27433450
2025-05-16 03:59:33.800,28033212
2025-05-16 04:09:33.808,28633012
2025-05-16 04:19:33.818,29232926
2025-05-16 04:29:33.819,29832803
2025-05-16 04:39:33.819,30432640
2025-05-16 04:49:33.824,31032468
2025-05-16 04:59:33.824,31632302
2025-05-16 05:09:33.826,32232163
2025-05-16 05:19:33.833,32832030
2025-05-16 05:29:33.834,33431915
2025-05-16 05:39:33.835,34031778
2025-05-16 05:49:33.844,34631629
2025-05-16 05:59:33.847,35231476
2025-05-16 06:09:33.850,35831315
2025-05-16 06:19:33.854,36431162
2025-05-16 06:29:33.861,37030972
2025-05-16 06:39:33.869,37630791
2025-05-16 06:49:33.869,38230605
2025-05-16 06:59:33.869,38830411
2025-05-16 07:09:33.869,39430206
2025-05-16 07:19:33.878,40030022
2025-05-16 07:29:33.878,40629863
2025-05-16 07:39:33.878,41229695
2025-05-16 07:49:33.879,41829541
2025-05-16 07:59:33.908,42429384
2025-05-16 08:09:33.909,43029203
2025-05-16 08:19:33.909,43629023
2025-05-16 08:29:33.910,44228815
2025-05-16 08:39:33.917,44828623
2025-05-16 08:49:33.925,45428452
2025-05-16 08:59:33.950,46028243
2025-05-16 09:09:33.957,46628091
2025-05-16 09:19:33.966,47227948
2025-05-16 09:29:33.971,47827842
2025-05-16 09:39:33.976,48427718
2025-05-16 09:49:33.977,49027594
2025-05-16 09:59:33.978,49627441
2025-05-16 10:09:33.979,50227287
2025-05-16 10:19:33.982,50827163
2025-05-16 10:29:33.991,51427020
2025-05-16 10:39:34.001,52026886
2025-05-16 10:49:34.008,52626733
2025-05-16 10:59:34.014,53226562
2025-05-16 11:09:34.033,53826400
2025-05-16 11:19:34.033,54426221
2025-05-16 11:29:34.033,55026042
