34434,0,2632
34436,3,2671
34437,0,2648
34438,0,2636
34439,0,2617
34440,90,2599
34441,84,2648
34442,2,2569
34443,0,2629
34445,261,2695
34446,162,2658
34447,126,2621
34448,0,2677
34449,51,2642
34451,296,2592
34452,0,2661
34453,0,2684
34454,0,2622
34455,83,2579
34456,146,2661
34458,242,2632
34459,15,2600
34460,0,2621
34461,25,2674
34462,30,2647
34463,0,2611
34464,0,2665
34466,0,2658
34467,55,2621
34468,113,2681
34469,0,2648
34470,54,2656
34471,0,2629
34472,49,2590
34474,8,2624
34475,0,2581
34476,163,2640
34477,0,2623
34478,0,2673
34479,0,2632
34480,0,2701
34481,375,2657
34483,82,2707
34484,229,2665
34485,428,2648
34486,12,2659
34488,0,2673
34489,0,2615
34490,100,2690
34491,0,2571
34492,1,2640
34493,351,2618
34494,0,2656
34496,0,2619
34497,0,2651
34498,0,2658
34499,113,2631
34500,190,2628
34501,68,2604
34503,308,2623
34504,0,2580
34505,0,2651
34506,0,2573
34507,231,2671
34508,39,2613
34509,0,2570
34511,227,2632
34512,0,2681
34513,0,2661
34514,54,2634
34515,0,2600
34516,0,2660
34517,0,2625
34518,163,2651
34520,139,2683
34521,153,2647
34522,150,2652
34523,0,2643
34525,0,2662
34526,270,2625
34527,0,2651
34528,2,2669
34529,184,2619
34530,47,2643
34532,331,2677
34533,401,2622
34534,0,2681
34535,170,2662
34536,201,2655
34538,0,2696
34539,0,2693
34540,37,2625
34541,0,2670
34542,419,2625
34543,1,2648
34545,0,2665
34546,0,2696
34547,0,2667
34548,244,2679
34549,111,2676
34550,0,2679
34551,0,2711
34553,0,2653
34554,11,2708
34555,492,2637
34556,81,2615
34557,0,2673
34558,1,2593
34559,35,2631
34561,137,2667
34562,242,2691
34563,381,2733
34564,123,2639
34566,0,2730
34567,0,2650
34568,189,2679
34569,44,2678
34570,0,2606
34571,19,2593
34572,0,2587
34574,0,2664
34575,199,2659
34576,2,2639
34577,0,2585
34578,0,2593
34579,0,2638
34580,0,2635
34581,22,2677
34583,0,2663
34584,0,2633
34585,0,2664
34586,201,2668
34587,33,2625
34588,207,2651
34590,0,2655
34591,0,2632
34592,0,2682
34593,0,2667
34594,8,2650
34595,0,2687
34596,0,2596
34597,18,2718
34598,94,2668
34600,0,2632
34601,0,2635
34602,103,2636
34603,61,2669
34604,0,2614
34605,237,2568
34607,0,2616
34608,29,2636
34609,79,2661
34610,95,2645
34611,132,2613
34612,0,2678
34614,193,2664
34615,0,2656
34616,0,2670
34617,0,2712
34618,28,2694
34619,98,2660
34620,172,2589
34622,0,2647
34623,0,2609
34624,0,2633
34625,105,2695
34626,185,2605
34627,0,2697
34629,0,2623
34630,0,2645
34631,0,2595
34632,0,2674
34633,26,2645
34634,289,2648
34635,164,2675
34637,10,2654
34638,0,2698
34639,0,2673
34640,90,2635
34641,90,2648
34642,0,2611
34643,0,2668
34645,125,2626
34646,184,2680
34647,69,2650
34648,0,2718
34649,132,2633
34651,0,2658
34652,0,2640
34653,47,2617
34654,0,2599
34655,79,2618
34656,97,2635
34657,241,2568
34659,0,2619
34660,0,2573
34661,0,2661
34662,331,2586
34663,0,2668
34664,172,2623
34666,0,2644
34667,154,2639
34668,46,2614
34669,212,2625
34670,0,2667
34671,217,2602
34673,0,2624
34674,0,2685
34675,0,2610
34676,132,2673
34677,17,2589
34678,0,2679
34679,90,2721
34681,2,2723
34682,169,2722
34683,98,2712
34684,352,2657
34685,0,2639
34686,155,2662
34688,0,2698
34689,469,2637
34690,0,2693
34691,234,2668
34692,184,2657
34694,76,2693
34695,134,2645
34696,261,2653
34697,0,2639
34699,146,2659
34700,14,2664
34701,37,2672
34702,167,2699
34703,3,2649
34704,112,2570
34706,0,2621
34707,0,2670
34708,0,2669
34709,0,2696
34710,421,2681
34711,0,2619
34712,0,2619
34714,0,2643
34715,79,2629
34716,0,2667
34717,220,2698
34718,0,2718
34719,28,2648
34720,157,2676
34722,0,2640
34723,95,2692
34724,51,2645
34725,0,2689
34726,0,2647
34727,113,2630
34729,55,2584
34730,134,2671
34731,0,2603
34732,0,2594
34733,0,2627
34734,140,2645
34735,171,2666
34737,82,2637
34738,0,2640
34739,75,2561
34740,121,2601
34742,3,2673
34743,48,2615
34744,95,2639
34745,235,2653
34746,0,2675
34747,0,2677
34748,257,2664
34750,0,2708
34751,148,2650
34752,1,2680
34753,3,2672
34754,0,2655
34755,227,2651
34757,179,2640
34758,0,2601
34759,0,2687
34760,0,2634
34761,0,2688
34762,361,2681
34763,0,2644
34765,70,2614
34766,161,2642
34767,3,2669
34768,0,2679
34769,0,2686
34770,0,2641
34771,171,2685
34773,0,2653
34774,0,2668
34775,146,2659
34776,19,2704
34777,0,2643
34778,0,2614
34779,0,2665
34780,105,2663
34782,217,2672
34783,103,2650
34784,216,2620
34785,0,2692
34787,0,2633
34788,116,2638
34789,81,2615
34790,0,2606
34791,0,2569
34792,0,2669
34793,111,2606
34795,136,2588
34796,193,2590
34797,0,2648
34798,0,2665
34799,211,2705
34801,219,2652
34802,34,2646
34803,344,2605
34804,0,2637
34805,151,2647
34807,136,2596
34808,0,2561
34809,0,2659
34810,381,2635
34811,80,2675
34813,0,2690
34814,453,2623
34815,0,2649
34816,0,2679
34817,100,2716
34818,129,2654
34820,104,2694
34821,0,2667
34822,0,2613
34823,67,2650
34824,0,2603
34825,7,2637
34826,287,2634
34828,0,2675
34829,0,2647
34830,165,2665
34831,0,2630
34832,0,2682
34833,157,2679
34834,0,2616
34836,0,2686
34837,90,2686
34838,0,2660
34839,0,2678
34840,0,2676
34841,0,2619
34842,0,2656
34843,270,2678
34845,0,2644
34846,0,2683
34847,116,2657
34848,0,2672
34849,132,2637
34850,0,2678
34852,52,2647
34853,38,2585
34854,203,2664
34855,0,2671
34856,0,2618
34857,0,2641
34858,51,2625
34860,0,2630
34861,0,2663
34862,0,2635
34863,54,2696
34864,0,2651
34865,33,2686
34866,0,2648
34867,0,2677
34869,154,2634
34870,55,2652
34871,133,2629
34872,209,2621
34873,116,2638
34875,43,2648
34876,0,2590
34877,0,2651
34878,44,2672
34879,0,2669
34880,0,2632
34881,131,2612
34883,247,2645
34884,0,2603
34885,0,2677
34886,126,2653
34887,204,2638
34889,121,2631
34890,0,2668
34891,0,2630
34892,223,2631
34893,0,2667
34894,0,2668
34896,31,2646
34897,0,2625
34898,185,2607
34899,0,2650
34900,252,2708
34901,0,2630
34903,144,2632
34904,63,2629
34905,4,2649
34906,0,2708
34907,258,2633
34908,100,2663
34910,259,2615
34911,0,2599
34912,222,2630
34913,0,2675
34914,0,2613
34915,0,2635
34917,0,2683
34918,112,2626
34919,0,2680
34920,0,2653
34921,0,2642
34922,14,2652
34923,0,2587
34924,91,2669
34926,295,2651
34927,129,2640
34928,266,2591
34929,0,2689
34930,92,2704
34932,0,2610
34933,0,2686
34934,267,2667
34935,0,2604
34936,0,2623
34937,177,2641
34938,0,2675
34940,0,2642
34941,131,2689
34942,38,2618
34943,0,2666
34944,0,2621
34945,0,2573
34946,0,2659
34948,17,2663
34949,10,2643
34950,0,2619
34951,99,2650
34952,102,2663
34953,104,2631
34955,161,2651
34956,67,2678
34957,0,2621
34958,0,2640
34959,73,2665
34960,260,2688
34962,76,2658
34963,0,2658
34964,0,2572
34965,0,2644
34966,132,2656
34967,0,2632
34969,259,2593
34970,226,2620
34971,0,2616
34972,0,2652
34973,28,2605
34974,0,2619
34975,0,2670
34977,259,2608
34978,0,2647
34979,0,2637
34980,0,2661
34981,81,2662
34982,1,2665
34983,0,2697
34984,0,2657
34986,18,2664
34987,0,2621
34988,2,2659
34989,158,2605
34990,0,2616
34991,0,2667
34992,103,2623
34994,191,2663
34995,353,2628
34996,171,2672
34997,0,2653
34999,0,2646
35000,0,2607
35001,0,2674
35002,0,2620
35003,0,2662
35004,0,2658
35005,232,2659
35006,0,2655
35007,283,2684
35009,0,2664
35010,155,2607
35011,4,2655
35012,0,2677
35013,146,2623
35015,97,2681
35016,0,2640
35017,0,2681
35018,0,2655
35019,164,2652
35020,123,2613
35021,269,2639
35023,83,2581
35024,110,2676
35025,0,2636
35026,0,2662
35027,58,2611
35029,125,2666
35030,0,2666
35031,113,2691
35032,0,2665
35033,0,2661
35034,0,2606
35035,225,2613
35037,0,2658
35038,0,2699
35039,0,2675
35040,0,2687
35041,0,2700
35042,89,2610
35043,0,2693
35044,351,2654
35046,63,2635
35047,148,2656
35048,0,2662
35049,107,2651
35050,331,2692
35052,0,2704
35053,278,2707
35054,350,2637
35055,0,2637
35056,120,2674
35058,319,2671
35059,120,2648
35060,0,2630
35061,214,2728
35063,151,2645
35064,62,2665
35065,135,2638
35066,0,2630
35067,0,2679
35068,116,2587
35070,0,2571
35071,0,2580
35072,0,2665
35073,0,2609
35074,114,2670
35075,159,2652
35077,105,2626
35078,222,2665
35079,63,2705
35080,0,2718
