178565,21,2745
178566,0,2315
178567,65,2037
178569,0,2147
178570,0,2242
178571,12,2338
178572,10,2388
178574,0,2400
178575,63,2355
178576,5,2771
178577,0,3201
178578,0,3444
178579,13,3413
178581,45,3050
178582,0,2646
178583,0,2246
178584,0,1957
178585,42,2140
178587,0,2285
178588,0,2377
178589,0,2380
178590,0,2403
178592,40,2419
178593,2,2832
178594,6,3236
178595,15,3421
178596,0,3421
178598,0,2996
178599,0,2615
178600,5,2272
178601,0,1989
178602,36,2171
178603,46,2309
178605,12,2356
178606,0,2398
178607,29,2395
178608,0,2363
178610,5,2900
178611,0,3263
178612,18,3450
178613,0,3384
178614,22,2982
178616,0,2520
178617,60,2239
178618,49,2001
178619,0,2164
178620,0,2284
178622,8,2344
178623,0,2372
178624,0,2389
178625,0,2372
178626,19,2908
178628,21,3350
178629,0,3455
178630,4,3349
178631,34,2938
178632,0,2525
178634,0,2230
178635,0,1991
178636,0,2169
178637,0,2290
178638,40,2344
178639,14,2343
178641,0,2393
178642,0,2457
178643,0,3028
178644,0,3346
178646,0,3436
178647,0,3349
178648,40,2871
178649,0,2436
178650,0,2176
178651,2,2036
178653,0,2175
178654,0,2299
178655,15,2339
178656,0,2373
178657,76,2415
178659,0,2442
178660,28,3030
178661,0,3357
178662,0,3472
178663,43,3309
178665,0,2835
178666,0,2448
178667,5,2214
178668,48,2049
178669,28,2218
178671,22,2287
178672,47,2368
178673,0,2352
178674,90,2371
178676,7,2575
178677,0,3061
178678,37,3400
178679,0,3455
178680,0,3200
178682,18,2760
178683,18,2331
178684,36,2006
178685,0,2132
178686,5,2277
178688,5,2357
178689,0,2366
178690,0,2387
178691,0,2370
178692,0,2696
178694,57,3143
178695,0,3421
178696,23,3409
178697,5,3100
178698,0,2681
178700,0,2282
178701,0,1979
178702,0,2178
178703,36,2300
178704,15,2354
178706,0,2379
178707,17,2394
178708,0,2356
178709,26,2755
178711,32,3235
178712,0,3448
178713,11,3384
178714,12,3011
178715,58,2578
178717,4,2261
178718,0,1988
178719,20,2178
178720,0,2302
178721,0,2343
178723,0,2376
178724,0,2416
178725,0,2389
178726,38,2880
178727,6,3292
178729,0,3441
178730,66,3390
178731,0,2958
178732,0,2540
178733,8,2229
178735,0,2041
178736,0,2180
178737,26,2314
178738,0,2371
178739,0,2376
178740,0,2428
178742,0,2394
178743,52,2936
178744,16,3295
178745,0,3465
178747,1,3369
178748,0,2923
178749,15,2546
178750,0,2230
178751,0,2020
178753,0,2189
178754,66,2303
178755,26,2367
178756,22,2421
178757,0,2413
178759,0,2436
178760,23,3008
178761,8,3382
178762,0,3442
178763,78,3330
178765,19,2844
178766,0,2416
178767,4,2157
178768,0,2027
178769,17,2203
178771,27,2337
178772,0,2387
178773,0,2384
178774,25,2400
178775,0,2571
178777,38,3090
178778,0,3410
178779,0,3429
178780,0,3207
178781,10,2755
178783,70,2295
