982,39,2635
124983,17,2644
124984,0,2624
124986,0,26
125002,0,2652
125003,0,2651
125004,8,2642
125006,34,2647
125007,21,2636
125008,6,2634
125010,6,2643
125011,0,2617
125012,0,2642
125014,4,2625
125015,0,2645
125016,0,2648
125018,10,2650
125019,0,2634
125020,46,2635
125022,12,2622
125023,0,2646
125024,24,2645
125026,0,2637
125027,4,2635
125028,0,2646
125030,6,2659
125031,25,2662
125032,0,2659
125034,45,2647
125035,32,2631
125036,0,2643
125038,16,2650
125039,37,2624
125041,0,2627
125042,21,2631
125043,0,2629
125045,0,2658
125046,35,2626
125047,12,2629
125049,0,2627
125050,0,2633
125051,8,2616
125053,0,2629
125054,0,2628
125055,0,2635
125057,0,2645
125058,0,2647
125059,0,2642
125060,0,2639
125062,0,2639
125063,4,2631
125064,0,2659
125066,0,2644
125067,29,2640
125068,0,2632
125070,20,2634
125071,1,2632
125072,38,2638
125074,0,2641
125075,22,2634
125076,0,2641
125078,0,2655
125079,0,2656
125080,1,2648
125082,0,2638
125083,0,2647
125084,2,2648
125086,41,2624
125087,0,2624
125088,59,2635
125090,0,2620
125091,0,2622
125092,0,2634
125094,0,2652
125095,0,2645
125096,31,2644
125098,5,2639
125099,0,2637
125100,0,2621
125101,47,2632
125103,0,2642
125104,0,2652
125105,6,2656
125107,35,2654
125108,0,2658
125109,0,2666
125111,0,2666
125112,26,2660
125113,0,2652
125115,0,2666
125116,0,2656
125117,19,2639
125119,0,2642
125120,0,2642
125121,0,2613
125123,0,2624
125124,26,2630
125125,18,2649
125127,0,2647
125128,29,2632
125129,0,2647
125131,0,2646
125132,0,2661
125133,0,2669
125135,0,2663
125136,0,2664
125137,0,2648
125139,0,2649
125140,16,2635
125141,0,2645
125143,0,2642
125144,0,2647
125145,4,2653
125147,0,2646
125148,0,2640
125149,13,2636
125151,0,2637
125152,23,2627
125153,0,2635
125155,0,2643
125156,0,2635
125157,0,2638
125158,46,2632
125160,0,2642
125161,6,2652
125162,31,2644
125164,52,2625
125165,0,2631
125167,32,2639
125168,12,2651
125169,0,2659
125171,1,2644
125172,38,2646
125173,17,2621
125175,46,2616
125176,37,2613
125177,0,2617
125179,16,2625
125180,0,2614
125181,15,2620
125183,0,2631
125184,0,2646
125185,46,2624
125187,9,2627
125188,0,2640
125190,30,2639
125191,8,2640
125192,0,2631
125194,0,2639
125195,23,2638
125196,0,2638
125198,0,2653
125199,11,2641
125200,15,2648
125202,18,2645
125203,4,2654
125204,0,2646
125206,21,2642
125207,0,2638
125208,0,2650
125210,1,2659
125211,5,2651
125212,0,2646
125214,0,2657
125215,0,2649
125216,0,2651
125217,17,2651
125219,14,2629
125220,0,2629
125222,0,2651
125223,12,2640
125224,19,2647
125226,11,2662
125227,44,2652
125228,0,2647
125230,33,2647
125231,0,2634
125232,0,2630
125234,1,2649
125235,0,2659
125236,58,2646
125238,9,2638
125239,0,2642
125240,11,2640
125242,5,2653
125243,8,2647
125244,2,2662
125246,2,2668
125247,0,2644
125248,0,2649
125250,18,2645
125251,0,2655
125252,4,2628
125254,0,2651
125255,0,2660
125256,0,2656
125257,13,2666
125259,50,2636
125260,11,2655
125262,0,2643
125263,0,2637
125264,16,2635
125266,3,2646
125267,10,2647
125268,0,2636
125270,0,2639
125271,0,2629
125272,8,2621
125274,1,2622
125275,24,2612
125276,30,2619
125278,0,2632
125279,0,2646
125280,0,2640
125282,4,2639
125283,9,2645
125284,4,2650
125285,23,2655
125287,18,2647
125288,0,2627
125290,6,2627
125291,2,2621
125292,11,2633
125294,50,2640
125295,0,2616
125296,20,2631
125298,1,2642
125299,7,2653
125300,0,2642
125302,0,2655
125303,22,2632
125304,0,2629
125306,3,2632
125307,7,2639
125308,10,2635
125310,44,2629
125311,8,2622
125312,0,2615
125314,20,2612
125315,24,2603
125316,7,2610
125318,0,2626
125319,12,2639
125320,0,2645
125322,34,2632
125323,0,2646
125324,18,2633
125326,36,2616
125327,0,2637
125328,0,2639
125330,16,2629
125331,0,2635
125332,22,2639
125334,8,2634
125335,0,2639
125336,31,2627
125338,29,2637
125339,0,2652
125341,44,2635
125342,9,2626
125343,0,2636
125345,0,2646
125346,0,2637
125347,0,2654
125349,0,2661
125350,0,2661
125351,41,2671
125353,0,2665
125354,6,2653
125355,31,2639
125357,0,2627
125358,31,2617
125359,0,2636
125361,0,2645
125362,21,2640
125363,30,2644
125365,16,2637
125366,0,2649
125367,18,2630
125369,16,2634
125370,0,2644
125371,8,2644
125373,0,2636
125374,24,2635
125375,0,2646
125377,0,2663
125378,58,2636
125379,11,2629
125381,0,2638
125382,42,2630
125383,5,2625
125385,20,2622
125386,0,2622
125387,23,2625
125389,0,2635
125390,17,2643
125392,0,2649
125393,0,2646
125394,31,2635
125396,21,2637
125397,0,2646
125398,0,2659
125400,2,2634
125401,11,2655
125402,0,2627
125404,0,2630
125405,8,2612
125406,1,2638
125408,11,2634
125409,0,2637
125410,28,2632
125412,1,2650
125413,0,2665
125414,0,2637
125415,7,2625
125417,0,2631
125418,2,2617
125419,22,2638
125421,19,2636
125422,0,2627
125423,0,2652
125425,0,2631
125426,0,2649
125427,4,2655
125429,0,2640
125430,1,2651
125431,0,2626
125433,0,2646
125434,4,2637
125435,31,2639
125437,0,2640
125438,3,2647
125439,0,2651
125441,42,2651
125442,22,2647
125443,15,2653
125445,21,2644
125446,0,2638
125447,0,2637
125449,0,2643
125450,13,2650
125451,29,2626
125453,3,2622
125454,0,2639
125455,0,2633
125457,0,2609
125458,11,2628
125459,14,2623
125461,0,2626
125462,44,2635
125464,0,2623
125465,37,2638
125466,50,2641
125468,0,2654
125469,0,2642
125470,0,2620
125472,39,2626
125473,0,2643
125474,8,2642
125476,14,2642
125477,25,2632
125478,0,2640
125480,40,2628
125481,20,2632
125482,0,2632
125484,7,2634
125485,18,2637
125486,0,2643
125488,0,2639
125489,8,2640
125490,0,2654
125492,0,2656
125493,58,2641
125494,0,2640
125496,0,2639
125497,33,2638
125498,0,2653
125500,5,2624
125501,0,2641
125502,0,2639
125504,23,2640
125505,6,2636
125506,16,2619
125508,8,2629
125509,0,2624
125510,5,2633
125512,0,2640
125513,53,2643
125514,0,2640
125516,5,2641
125517,14,2620
125518,0,2620
125520,0,2625
125521,30,2624
125522,0,2622
125524,4,2615
125525,0,2623
125526,0,2624
125527,0,2643
125529,11,2654
125530,3,2663
125531,0,2657
125533,0,2649
125534,15,2660
125535,43,2651
125537,6,2647
125538,4,2653
125539,0,2664
125541,4,2649
125542,14,2645
125544,25,2640
125545,47,2644
125546,11,2652
125548,11,2660
125549,0,2667
125550,0,2664
125552,0,2664
125553,0,2654
125554,13,2640
125556,1,2641
125557,0,2643
125558,0,2625
125560,28,2637
125561,0,2633
125562,0,2626
125564,0,2630
125565,20,2629
125566,0,2639
125568,0,2630
125569,0,2635
125570,14,2623
125572,0,2622
125573,0,2623
125574,0,2631
125575,28,2623
125577,31,2627
125578,13,2630
125580,5,2612
125581,0,2639
125582,0,2637
125584,10,2637
125585,19,2638
125586,0,2652
125588,0,2632
125589,42,2633
125590,14,2622
125592,0,2621
125593,0,2629
125594,27,2632
125596,0,2649
125597,0,2661
125598,42,2649
125600,0,2642
125601,42,2629
125602,25,2634
125604,43,2634
125605,0,2624
125607,31,2627
125608,0,2647
125609,0,2643
125611,0,2655
125612,0,2665
125613,6,2638
125614,37,2631
125616,33,2620
125617,18,2618
125619,0,2616
125620,21,2630
125621,32,2625
125623,35,2630
125624,4,2629
125625,22,2637
125627,0,2622
125628,7,2620
125629,4,2623
125631,24,2622
125632,0,2625
125633,16,2614
125635,26,2623
125636,29,2623
125638,0,2623
125639,0,2621
125640,18,2624
125642,39,2631
125643,20,2637
125644,0,2634
125646,0,2635
125647,0,2638
125648,0,2636
125650,0,2655
125651,30,2624
125652,0,2630
125654,31,2628
125655,16,2612
125656,46,2627
125658,0,2622
125659,2,2628
125660,0,2629
125662,0,2616
125663,0,2621
125664,0,2639
125666,0,2622
125667,15,2626
125668,31,2633
125670,0,2630
125671,0,2650
125672,0,2639
125674,0,2635
125675,13,2639
125676,20,2634
125678,0,2620
125679,17,2615
125680,5,2632
125682,12,2618
125683,12,2631
125684,8,2633
125686,0,2639
125687,29,2621
125688,42,2630
125690,0,2614
125691,0,2631
125692,7,2624
125694,0,2638
125695,0,2632
125696,19,2654
125698,0,2654
125699,1,2654
125700,48,2632
125702,0,2629
125703,0,2626
125704,0,2633
125706,52,2624
125707,0,2628
125708,26,2632
125710,32,2617
125711,8,2626
125713,31,2629
125714,17,2640
125715,0,2631
125717,0,2635
125718,8,2632
125719,0,2618
125720,0,2631
125722,21,2609
125723,0,2634
125724,0,2628
125726,0,2647
125727,0,2643
125728,0,2638
125730,15,2651
125731,17,2642
125732,22,2625
125734,6,2627
125735,0,2630
125736,0,2633
125738,0,2646
125739,0,2643
125740,0,2654
125742,5,2648
125743,42,2643
125744,0,2649
125746,10,2655
125747,11,2648
125749,0,2637
125750,0,2628
125751,54,2637
125753,32,2647
125754,8,2627
125755,23,2632
125757,5,2630
125758,27,2633
125759,54,2633
125761,49,2625
125762,7,2639
125763,0,2657
125765,0,2632
125766,47,2634
125767,0,2616
125769,0,2643
125770,0,2618
125771,6,2625
125773,0,2643
125774,2,2639
125775,0,2622
125777,2,2643
125778,0,2635
125779,29,2640
125781,2,2642
125782,11,2655
125783,0,2655
125784,0,2645
125786,5,2659
125787,0,2644
125788,0,2643
125790,4,2639
125791,0,2651
125792,28,2636
125794,25,2628
125795,0,2647
125796,0,2651
125798,0,2648
125799,26,2655
125800,8,2663
125802,32,2669
125803,0,2675
125804,0,2656
125806,0,2655
125807,0,2645
125808,0,2640
125810,26,2643
125811,0,2631
125812,19,2637
125814,0,2637
125815,0,2629
125816,0,2648
125818,14,2648
125819,0,2646
125820,0,2632
125822,0,2650
125823,0,2649
125824,31,2638
125826,4,2631
125827,0,2633
125828,0,2639
125830,0,2650
125831,0,2641
125832,0,2649
125833,10,2640
125835,11,2641
125836,0,2645
125838,0,2649
125839,3,2646
125840,0,2646
125841,4,2643
125843,10,2639
125844,0,2655
125846,43,2640
125847,0,2636
125848,22,2627
125850,0,2642
125851,0,2641
125852,0,2621
125854,48,2602
125855,0,2600
125856,0,2618
125858,0,2637
125859,0,2654
125860,0,2640
125861,0,2647
125863,22,2652
125864,35,2644
125866,0,2627
125867,39,2634
125868,15,2647
125870,0,2657
125871,0,2656
125872,0,2650
125874,18,2658
125875,10,2654
125876,15,2663
125878,0,2667
125879,3,2657
125880,0,2647
125882,25,2647
125883,0,2640
125884,27,2642
125886,0,2655
125887,6,2641
125888,5,2641
125890,0,2654
125891,0,2655
125892,0,2666
125893,0,2668
125895,0,2656
125896,37,2633
125898,0,2642
125899,0,2624
125900,0,2643
125901,0,2643
125903,12,2632
125904,4,2645
125905,0,2645
125907,20,2655
125908,0,2661
125909,0,2664
125911,0,2652
125912,0,2658
125913,46,2640
125915,18,2644
125916,6,2650
125917,1,2650
125919,5,2638
125920,8,2644
125921,0,2653
125923,0,2660
125924,19,2665
125925,0,2669
125927,26,2666
125928,18,2662
125929,0,2651
125931,0,2638
125932,0,2640
125933,0,2646
125935,0,2646
125936,11,2642
125937,24,2639
125939,0,2633
125940,27,2639
125941,9,2648
125943,0,2645
125944,29,2640
125946,29,2642
125947,20,2641
125948,0,2628
125950,0,2639
125951,0,2628
125952,0,2645
125954,0,2654
125955,6,2645
125956,0,2659
125957,4,2647
125959,0,2657
125960,39,2657
125961,34,2653
125963,4,2632
125964,0,2650
125965,3,2641
125967,0,2649
125968,0,2639
125969,0,2636
125971,0,2647
125972,6,2628
125973,0,2641
125975,0,2637
125976,40,2622
125977,0,2632
125979,4,2623
125980,38,2615
125981,0,2629
125983,0,2644
125984,1,2643
125985,6,2653
125986,0,2628
125988,0,2646
125989,0,2657
125990,0,2645
125992,21,2659
125993,0,2662
125994,3,2652
125996,0,2645
125997,0,2638
125998,0,2655
126000,8,2634
126001,15,2639
126002,0,2637
126004,31,2625
126005,7,2623
126006,0,2614
126008,4,2627
126009,0,2642
126010,0,2638
126012,17,2636
126013,0,2651
126014,0,2643
126016,0,2653
126017,0,2660
126018,0,2649
126019,13,2654
126021,18,2627
126022,0,2615
126024,0,2623
126025,7,2643
126026,28,2636
126028,3,2659
126029,2,2632
126030,1,2647
126031,0,2635
126033,6,2641
126034,0,2655
126035,0,2644
126037,33,2645
126038,0,2620
126039,12,2639
126041,8,2635
126042,21,2639
126043,30,2626
126045,0,2643
126046,44,2639
126048,9,2636
126049,0,2622
126050,10,2645
126052,53,2637
126053,11,2648
126054,51,2634
126056,35,2643
126057,12,2639
126059,0,2630
126060,0,2643
126061,22,2624
126063,0,2645
126064,0,2638
126065,0,2646
126066,6,2643
126068,0,2649
126069,0,2650
126070,0,2638
126072,18,2641
126073,30,2627
126074,0,2633
126076,0,2625
126077,0,2632
126078,33,2623
126080,0,2643
126081,0,2633
126082,0,2637
126084,18,2635
126085,0,2628
126086,9,2623
126088,45,2623
126089,27,2639
126090,0,2638
126092,29,2645
126093,0,2649
126094,0,2647
126096,0,2638
126097,19,2650
126098,0,2661
126100,0,2661
126101,0,2658
126102,0,2660
126104,0,2670
126105,7,2667
126106,7,2638
126108,0,2636
126109,0,2652
126110,17,2637
126112,34,2644
126113,0,2655
126114,0,2654
126116,6,2664
126117,23,2664
126118,0,2671
126120,19,2663
126121,9,2665
126122,0,2667
126124,14,2649
126125,0,2647
126126,0,2638
126128,35,2637
126129,34,2623
126130,0,2651
126132,0,2655
126133,0,2643
126134,27,2642
126136,0,2652
126137,0,2655
126138,17,2659
126140,8,2642
126141,0,2647
126142,5,2644
126144,0,2645
126145,13,2643
126146,38,2624
126148,0,2643
126149,0,2648
126150,23,2661
126152,0,2674
126153,0,2652
126154,0,2643
126156,28,2641
126157,39,2643
126158,3,2653
126160,0,2663
126161,0,2637
126162,0,2655
126164,0,2635
126165,0,2634
126166,0,2635
126168,0,2649
126169,6,2628
126170,39,2618
126171,0,2638
126173,0,2644
126174,0,2637
126175,0,2655
126177,12,2629
126178,0,2644
126179,26,2645
126181,28,2640
126182,0,2648
126183,34,2661
126185,0,2664
126186,21,2636
126188,10,2637
126189,43,2639
126190,8,2640
126192,30,2629
126193,0,2628
126194,0,2647
126196,29,2645
126197,13,2642
126199,4,2654
126200,0,2646
126201,0,2647
126202,0,2650
126204,0,2657
126205,21,2651
126206,0,2662
126208,20,2641
126209,0,2640
126210,0,2638
126212,10,2655
126213,0,2651
126214,35,2628
126216,4,2629
126217,21,2633
126218,0,2630
126220,25,2651
126221,0,2650
126222,0,2632
126224,12,2630
126225,31,2631
126227,0,2639
126228,13,2632
126229,0,2642
126231,0,2662
126232,0,2637
126233,11,2638
126235,9,2625
126236,4,2629
126237,0,2642
126238,8,2650
126240,0,2644
126241,28,2633
126242,0,2639
126244,18,2643
126245,26,2647
126247,13,2643
126248,0,2624
126249,0,2647
126251,6,2637
126252,0,2647
126253,1,2643
126255,0,2636
126256,30,2637
126257,0,2634
